,sku,units_sold,unit_price,title,average_discount
0,1032-9816-58976028-47456,1,14.95,"Fortnite ""Chug Jug"" Coffee Mug (15 oz.)",0.0
1,10449366,1,19.95,Black Carbon Fiber,0.95
2,11082974,4,19.95,Mental Graffiti,0.0
3,11094071,2,19.95,Nightmare,0.95
4,11094099,1,19.95,Colorskull,0.95
5,11094165,5,19.95,American Warrior,0.0
6,11120838,2,19.95,Purple Supernova,0.0
7,11120958,5,19.95,There Will Be Blood,0.0
8,11120994,1,19.95,Wet Paint,0.0
9,11267510,2,19.95,Gold Carbon Fiber,0.95
10,11540447,1,19.95,Pixels,0.95
11,11724237,3,19.95,Show Me The Money,0.0
12,11774758,1,19.95,White Carbon Fiber,0.0
13,11828338,2,19.95,Color Skulls,0.95
14,11828343,2,19.95,There Will Be Blood,0.95
15,12390093,2,19.95,Globetrotter,0.0
16,12391951,4,19.95,There Will Be Blood,0.0
17,12392485,1,19.95,Three Dee,0.95
18,12452734,1,19.95,Arctic Camo,0.0
19,12452742,2,19.95,Mud Camo,0.0
20,12496853-china,2,19.95,American Warrior,0.0
21,12573418,1,19.95,Wood Grain,0.0
22,12624789,1,19.95,Blue Flames,0.95
23,12920588,3,19.95,Patriot,0.0
24,12920616,4,19.95,Viral Nebula,0.0
25,12920617,4,19.95,Bay Blue Camo,0.0
26,12920622,3,19.95,Event Horizon,0.0
27,12922911-china,3,19.95,Alice in the Abstract,0.0
28,14544703-red,2,19.95,Carbon Fiber (7 Colors),0.0
29,15679998,1,19.95,Punk's Not Dead,0.95
30,15680175,1,19.95,The All-Seeing Eye,0.0
31,15848108,1,19.95,Color Skulls,0.0
32,16135726-china,1,19.95,Fire In Bloom,0.0
33,16232539-china,2,19.95,White Marble,0.0
34,16232578-china,1,19.95,Into the Sea,0.0
35,18720025,4,19.95,Marble Gray,0.0
36,18720138-china,4,19.95,Art in Motion,0.0
37,20851753,1,19.95,White Marble,0.95
38,20851875,1,19.95,Art In Motion,0.0
39,20856423,1,19.95,Toxic,0.0
40,20856473,2,19.95,Art in Motion,0.0
41,20862146,1,19.95,Crime Scene,0.95
42,20862165,8,19.95,Art in Motion,0.95
43,20862168,6,19.95,Space Time,0.0
44,20862179,1,19.95,Purple Paradigm,0.0
45,20888786,2,19.95,Art in Motion,0.0
46,20888827,4,19.95,Wildstyle Graffiti,0.0
47,20888909,2,19.95,Looking Glass,0.95
48,3701427-black,461,10.003227272727273,Accuracy Thumb Sticks for PS4 and Xbox One Controllers,0.05
49,3701427-blue,85,10.02142857142857,Accuracy Thumb Sticks for PS4 and Xbox One Controllers,0.09
50,3701427-green,88,10.007471264367815,Accuracy Thumb Sticks for PS4 and Xbox One Controllers,0.95
51,3701427-orange,34,9.95,Accuracy Thumb Sticks for PS4 and Xbox One Controllers,0.95
52,3701427-red,85,10.104761904761904,Accuracy Thumb Sticks for PS4 and Xbox One Controllers,0.09
53,3701427-white,81,10.00525,Accuracy Thumb Sticks for PS4 and Xbox One Controllers,0.05
54,3701427-yellow,31,10.079032258064515,Accuracy Thumb Sticks for PS4 and Xbox One Controllers,0.32
55,541-4740-58975585-23088,2,39.95,"""Loot Llama"" Fortnite Hoodie",0.0
56,541-4740-58983687-23088,1,35.95,"God of War ""Leviathan Axe"" Hoodie",0.0
57,541-4740-58986460-23087,1,35.95,"Half-Life Black Mesa ""Personnel"" Hoodie",0.95
58,541-4741-58985249-23111,1,35.95,"Fallout 76 ""2076"" Hoodie",0.0
59,541-4745-58982082-23023,1,35.95,"Fortnite ""Victory Royale"" Hoodie",0.95
60,541-4748-58985249-23073,1,35.95,"Fallout 76 ""2076"" Hoodie",0.0
61,6432027,8,19.95,The Great Beyond,0.0
62,7946990,1,19.95,Patriot,0.95
63,7946991,1,19.95,Red or Blue Pill,0.0
64,8623867,2,19.95,Black Wood,0.0
65,8624060,1,19.95,Fire in Bloom,0.0
66,8624534,1,19.95,8-Bit NES Nostalgia,0.0
67,8624564,3,19.95,Fire In Bloom,0.0
68,8730079,2,19.95,Star Burst,0.0
69,952-12784-58976614-57576,1,23.95,"""Loot Llama"" Fortnite T-Shirt",0.0
70,952-9389-58976614-45559,1,23.95,"""Loot Llama"" Fortnite T-Shirt",0.0
71,952-9390-58983295-45474,1,23.95,"Fortnite ""Keep Calm And Chug Jug"" T-Shirt",0.95
72,952-9390-58983295-45475,1,23.95,"Fortnite ""Keep Calm And Chug Jug"" T-Shirt",0.0
73,952-9390-58983421-45475,1,23.95,"God of War ""Leviathan Axe"" T-Shirt",0.95
74,952-9406-58985063-45614,1,23.95,"Half-Life ""Black Mesa Research Facility"" T-Shirt",0.0
75,Concave-Black-PS4Xbox,913,5.613198959687907,ProTouch® Concave Thumbsticks - Black,0.3
76,Concave-Black-SwitchPro,24,5.95,ProTouch® Concave Thumbsticks - Black,0.62
77,Concave-Orange-8,4,5.95,ProTouch Concave Low-Rise Thumbsticks - Orange,0.0
78,Concave-PS4Xbox-Blue,211,5.577450980392157,ProTouch® Concave Thumbsticks - Blue,0.29
79,Concave-PS4Xbox-CarbonFiber,435,5.963623978201635,ProTouch® Concave Thumbsticks - Carbon Fiber,0.1
80,Concave-PS4Xbox-Clear,137,5.786065573770491,ProTouch® Concave Thumbsticks - Clear,0.17
81,Concave-PS4Xbox-Gray,136,5.8555118110236215,ProTouch® Concave Thumbsticks - Gray,0.47
82,Concave-PS4Xbox-Green,315,5.667171717171717,ProTouch® Concave Thumbsticks - Green,0.95
83,Concave-PS4Xbox-Orange,145,5.676618705035971,ProTouch® Concave Thumbsticks - Orange,0.07
84,Concave-PS4Xbox-Pink,109,5.704901960784314,ProTouch® Concave Thumbsticks - Pink,0.29
85,Concave-PS4Xbox-Psychedelic,204,4.970942408376963,ProTouch® Concave Thumbsticks - Psychedelic,0.18
86,Concave-PS4Xbox-Purple,214,5.5098086124401915,ProTouch® Concave Thumbsticks - Purple,0.04
87,Concave-PS4Xbox-Rainbow,123,5.840756302521009,ProTouch® Concave Thumbsticks - Rainbow,0.22
88,Concave-PS4Xbox-Red,213,5.571212121212122,ProTouch® Concave Thumbsticks - Red,0.95
89,Concave-PS4Xbox-White,225,5.698792270531402,ProTouch® Concave Thumbsticks - White,0.95
90,Concave-PS4Xbox-Yellow,64,5.725862068965518,ProTouch® Concave Thumbsticks - Yellow,0.03
91,Concave-SwitchPro-Blue,8,5.7,ProTouch® Concave Thumbsticks - Blue,0.74
92,Concave-SwitchPro-Clear,7,5.783333333333334,ProTouch® Concave Thumbsticks - Clear,0.0
93,Concave-SwitchPro-Gray,5,5.75,ProTouch® Concave Thumbsticks - Gray,0.0
94,Concave-SwitchPro-Green,15,5.95,ProTouch® Concave Thumbsticks - Green,0.95
95,Concave-SwitchPro-Orange,11,5.75,ProTouch® Concave Thumbsticks - Orange,0.95
96,Concave-SwitchPro-Pink,5,5.95,ProTouch® Concave Thumbsticks - Pink,0.0
97,Concave-SwitchPro-Purple,10,5.75,ProTouch® Concave Thumbsticks - Purple,0.95
98,Concave-SwitchPro-Rainbow,12,5.95,ProTouch® Concave Thumbsticks - Rainbow,0.68
99,Concave-SwitchPro-Red,14,5.95,ProTouch® Concave Thumbsticks - Red,0.95
100,Concave-SwitchPro-White,10,5.65,ProTouch® Concave Thumbsticks - White,0.24
101,Console-Console-X1X-GodBlessAmerica,1,17.95,God Bless America,0.0
102,Console-Console-X1X-StarSpangledBanner,1,17.95,Star Spangled Banner,0.0
103,Console-Custom-PS4,1,39.95,Custom Console Skins,0.95
104,Console-Custom-PS4Slim,1,42.95,Custom Console Skins,0.0
105,Console-Custom-PS5Digital,1,49.95,Custom Console Skins,0.0
106,Console-Custom-PS5Disc,5,45.55,Custom Console Skins,0.0
107,Console-Custom-XboxSeriesX,4,44.95,Custom Console Skins,0.0
108,Console-GSTM0239-FireInBloom,11,17.95,Fire in Bloom,0.0
109,Console-GSTM0867-Patriot,4,17.95,Patriot,0.0
110,Console-GSTM1101-MentalGraffiti,5,17.95,Mental Graffiti,0.0
111,Console-GSTM1102-Baller,4,17.95,Baller,0.95
112,Console-GSTM1109-WildstyleGraffiti,10,17.95,Wildstyle Graffiti,0.0
113,Console-GSTM1112-HerpDerp,2,17.95,Herp Derp,0.0
114,Console-GSTM1123-ColorfulSkulls,1,17.95,Colorful Skulls,0.0
115,Console-GSTM1148-ArcticCamo,3,17.95,Arctic Camo,0.0
116,Console-GSTM1335-ShowMeTheMoney,11,17.95,Show Me The Money,0.95
117,Console-GSTM1489-Anarchy,1,17.95,Anarchy,0.0
118,Console-GSTM1727-SugarFlower,3,17.95,Sugar Flower,0.0
119,Console-GSTM2205-FlowerPower,1,17.95,Flower Power,0.0
120,Console-GSTM2366-GodBlessAmerica,3,17.95,God Bless America,0.0
121,Console-GSTM2367-BombsAway,1,17.95,Bombs Away,0.95
122,Console-GSTM2368-StarSpangledBanner,6,17.95,Star Spangled Banner,0.0
123,Console-GSTM2370-VictoryDay,2,17.95,Victory Day,0.0
124,Console-GSTM2408-BayBlueCamo,1,17.95,Bay Blue Camo,0.0
125,Console-PS4-BayBlueCamo-DPTM1418,2,17.95,Bay Blue Camo,0.0
126,Console-PS4-Distressed,2,19.95,Distressed American Flag,0.0
127,Console-PS4-DistressedAmericanFlag-DPTM0342,2,17.95,Distressed American Flag,0.95
128,Console-PS4-FlowerPower-GYTM2128,5,17.95,Flower Power,0.95
129,Console-PS4-SugarFlower-GYTM1655,3,17.95,Sugar Flower,0.0
130,Console-PS4-VictoryDay,2,21.95,Victory Day,0.0
131,Console-PS4-VictoryDay-DPTM2438,8,20.075,Victory Day,0.0
132,Console-PS4-Wildstyle-Graffiti-GYTM1027,5,17.95,Wildstyle Graffiti,0.0
133,Console-PS4-WoodlandCamo-DPTM1798,3,17.95,Woodland Camo,0.95
134,Console-PS4Pro-AmericanWarrior,1,19.95,American Warrior,0.0
135,Console-PS4Pro-DistressedAmericanFlag,2,19.95,Distressed American Flag,0.0
136,Console-PS4Pro-VictoryDay,1,19.95,Victory Day,0.95
137,Console-PS4Slim-AmericanWarrior,2,20.95,American Warrior,0.0
138,Console-PS4Slim-BombsAway,1,19.95,Bombs Away,0.95
139,Console-PS4Slim-Distressed,1,19.95,Distressed American Flag,0.0
140,Console-PS4Slim-Patriot,1,19.95,Patriot,0.0
141,Console-PS4Slim-VictoryDay,4,19.95,Victory Day,0.95
142,Console-X1-AmericanWarrior,8,19.95,American Warrior,0.95
143,Console-X1-BombsAway,3,19.95,Bombs Away,0.0
144,Console-X1-VictoryDay,1,19.95,Victory Day,0.95
145,Console-X1S-AmericanWarrior,1,19.95,American Warrior,0.0
146,Console-X1S-BombsAway,6,20.28333333333333,Bombs Away,0.0
147,Console-X1S-DistressedAmericanFlag,1,19.95,Distressed American Flag,0.0
148,Console-X1S-StarsAndStripes,1,19.95,Stars and Stripes,0.0
149,Console-X1S-VictoryDay,1,19.95,Victory Day,0.0
150,Console-X1X-AmericanWarrior,6,21.616666666666664,American Warrior,0.0
151,Console-X1X-AmericanWarrior-YSX1X0099,5,21.95,American Warrior,0.0
152,Console-X1X-BombsAway,1,19.95,Bombs Away,0.0
153,Console-X1X-DistressedAmericanFlag,3,21.95,Distressed American Flag,0.0
154,Console-X1X-GodBlessAmerica,2,19.45,God Bless America,0.0
155,Console-X1X-Patriot,3,20.28333333333333,Patriot,0.95
156,Console-X1X-StarSpangledBanner,2,17.95,Star Spangled Banner,0.0
157,Console-X1X-VictoryDay,3,21.28333333333333,Victory Day,0.0
158,Console-XboxOne-GSTM1042-Aurora,1,17.95,Aurora,0.0
159,Console-XboxOne-GSTM2369-AmericanWarrior,1,17.95,American Warrior,0.0
160,Console-XboxOne-GSTM2371-DistressedAmericanFlag,1,17.95,Distressed American Flag,0.95
161,Console-YS-xboxoneS-0034-BayBlueCamo,3,17.95,Bay Blue Camo,0.95
162,Console-YS-xboxoneS-0203-FireInBloom,9,17.95,Fire In Bloom,0.0
163,Console-YS-xboxoneS-0496-ShowMeTheMoney,11,17.95,Show Me The Money,0.0
164,Console-YS-xboxoneS-0554-Patriot,4,17.95,Patriot,0.0
165,Console-YS-xboxoneS-0771-MentalGraffiti,8,17.95,Mental Graffiti,0.95
166,Console-YS-xboxoneS-0772-Baller,3,17.95,Baller,0.0
167,Console-YS-xboxoneS-0777-WildstyleGraffiti,13,17.95,Wildstyle Graffiti,0.0
168,Console-YS-xboxoneS-0783-AbstractInsanity,5,17.95,Abstract Insanity,0.0
169,Console-YS-xboxoneS-0784-ColorfulSkulls,4,17.95,Colorful Skulls,0.0
170,Console-YS-xboxoneS-1139,4,17.95,Arctic Camo,0.95
171,Console-YS-xboxoneS-1336-SugarFlower,1,17.95,Sugar Flower,0.0
172,Console-YS-xboxoneS-1339-ArtinMotion,6,17.95,Art in Motion,0.0
173,Console-YS-xboxoneS-1735-FlowerPower,3,17.95,Flower Power,0.0
174,Console-YS-xboxoneS-1805-InTheClouds,1,17.95,In the Clouds,0.0
175,Console-YS-xboxoneS-1923-StarSpangledBanner,4,17.95,Star Spangled Banner,0.0
176,Console-YS-xboxoneS-1924-StarsAndStripes,4,17.95,God Bless America,0.0
177,Console-YS-xboxoneS-1927-VictoryDay,1,17.95,Victory Day,0.0
178,Console-YS-xboxoneS-1970-WoodlandCamo,2,17.95,Woodland Camo,0.0
179,Console-YSP4S-0046-FireInBloom,9,17.95,Fire In Bloom,0.95
180,Console-YSP4S-0054-ArcticCamo,2,17.95,Arctic Camo,0.0
181,Console-YSP4S-0623-DistressedAmericanFlag,8,17.95,Distressed American Flag,0.0
182,Console-YSP4S-1011-WoodlandCamo,3,17.95,Woodland Camo,0.0
183,Console-YSP4S-1075-RedorBluePill,1,17.95,Red or Blue Pill,0.0
184,Console-YSP4S-1175-Patriot,5,17.95,Patriot,0.0
185,Console-YSP4S-1324-ShowMeTheMoney,11,17.95,Show Me The Money,0.0
186,Console-YSP4S-1490-MentalGraffiti,5,17.95,Mental Graffiti,0.95
187,Console-YSP4S-1491-HerpDerp,4,17.95,Herp Derp,0.0
188,Console-YSP4S-1496-Baller,5,17.95,Baller,0.95
189,Console-YSP4S-1501-WildstyleGraffiti,14,17.95,Wildstyle Graffiti,0.95
190,Console-YSP4S-1510-AbstractInsanity,2,17.95,Abstract Insanity,0.95
191,Console-YSP4S-2002-Anarchy,2,17.95,Anarchy,0.0
192,Console-YSP4S-2331-SugarFlower,5,17.95,Sugar Flower,0.0
193,Console-YSP4S-2334-ArtInMotion,1,17.95,Art In Motion,0.95
194,Console-YSP4S-2908-FlowerPower,4,17.95,Flower Power,0.0
195,Console-YSP4S-2976-InTheClouds,3,17.95,In The Clouds,0.0
196,Console-YSP4S-3146-StarSpangledBanner,4,17.95,Star Spangled Banner,1.8
197,Console-YSP4S-3148-GodBlessAmerica,1,17.95,God Bless America,0.0
198,Console-YSP4S-3151-VictoryDay,6,17.95,Victory Day,0.0
199,Console-YSP4S-3206-BayBlueCamo,5,17.95,Bay Blue Camo,0.0
200,Console-YSX1X0359-ShowMeTheMoney,1,17.95,Show Me The Money,0.95
201,Console-YSX1X0455-BayBlueCamo,1,17.95,Bay Blue Camo,0.95
202,Console-YSX1X0489-Baller,2,17.95,Baller,3.59
203,Console-YSX1X1930-WoodlandCamo,1,17.95,Woodland Camo,0.0
204,Console-console-YSP4S-0066-ThereWillBeBlood,7,17.95,There Will Be Blood,0.0
205,DPTM2440,5,21.15,Viral Nebula,0.0
206,DXTM0076-ThereWillBeBlood,24,20.991666666666664,There Will Be Blood,0.95
207,FlatGrip-BlackBlueRing-PS4Xbox,87,5.480120481927711,ProTouch® Thumbsticks - Black/Blue Ring,0.06
208,FlatGrip-BlackDarkGreenRing-PS4Xbox,19,5.95,ProTouch® Thumbsticks - Black/Forest Green,0.35
209,FlatGrip-BlackGreenRing-PS4Xbox,72,5.532089552238807,ProTouch® Thumbsticks - Black/Green,0.0
210,FlatGrip-BlackNavyRing-PS4Xbox,88,5.378571428571429,ProTouch® Thumbsticks - Black/Navy Ring,0.12
211,FlatGrip-BlackRedRing-PS4Xbox,226,5.488095238095238,ProTouch® Thumbsticks - Black/Red,0.02
212,FlatGrip-BlackWhiteRing-PS4Xbox,177,5.590718562874251,ProTouch® Thumbsticks - Black/White,0.1
213,FlatGrip-BlueGreenRing-PS4Xbox,7,5.95,ProTouch® Thumbsticks - Blue/Green,0.0
214,FlatGrip-BlueRedRing-PS4Xbox,7,5.95,ProTouch® Thumbsticks - Blue/Red,0.0
215,FlatGrip-GlowAqua-PS4Xbox,230,5.673981900452489,ProTouch® Glow in the Dark - Aqua,0.19
216,FlatGrip-GlowBlack-PS4Xbox,231,5.667821782178218,ProTouch® Glow in the Dark - Black,0.56
217,FlatGrip-GlowGreen-PS4Xbox,117,5.445327102803738,ProTouch® Glow in the Dark - Green,0.06
218,FlatGrip-GlowNeonYellow-PS4Xbox,187,5.758139534883721,ProTouch® Glow in the Dark - Neon,0.31
219,FlatGrip-GlowRed-PS4Xbox,228,5.666279069767442,ProTouch® Glow in the Dark - Red,0.21
220,FlatGrip-GreenBlueRing-PS4Xbox,10,5.95,ProTouch® Thumbsticks - Green/Blue,0.0
221,FlatGrip-GreenRedRing-PS4Xbox,12,5.95,ProTouch® Thumbsticks - Green/Red,0.95
222,FlatGrip-RedBlueRing-PS4Xbox,14,5.95,ProTouch® Thumbsticks - Red/Blue,0.0
223,FlatGrip-RedGreenRing-PS4Xbox,19,5.538235294117648,ProTouch® Thumbsticks - Red/Green,0.0
224,GSTM0239-FireInBloom,9,20.394444444444442,Fire in Bloom,0.0
225,GSTM0428-GreyWoodGrain,3,21.95,Grey Wood Grain,0.0
226,GSTM0523-LookUp,5,21.95,Look Up,0.0
227,GSTM0834-KillerWave,6,21.95,Killer Wave,0.0
228,GSTM0840-RedorBluePill,5,19.35,Red or Blue Pill,0.95
229,GSTM0867-Patriot,6,18.116666666666664,Patriot,0.0
230,GSTM0885-TheGreatBeyond,1,21.95,The Great Beyond,0.0
231,GSTM1007-RedBlackHole,2,21.95,Red Black Hole,0.0
232,GSTM1008-EventHorizon,5,20.55,Event Horizon,0.0
233,GSTM1033-Interstellar,1,21.95,Interstellar,0.95
234,GSTM1040-SpaceTime,3,21.95,Space Time,0.0
235,GSTM1042-Aurora,2,21.95,Aurora,0.95
236,GSTM1101-MentalGraffiti,5,20.35,Mental Graffiti,0.0
237,GSTM1102-Baller,1,20.95,Baller,0.95
238,GSTM1109-WildstyleGraffiti,10,19.45,Wildstyle Graffiti,0.0
239,GSTM1112-HerpDerp,4,19.7,Herp Derp,0.0
240,GSTM1123-ColorfulSkulls,4,19.95,Colorful Skulls,0.95
241,GSTM1130-ABeautifulWorld,1,21.95,A Beautiful World,0.0
242,GSTM1133-AliceInTheAbstract,5,21.95,Alice In The Abstract,0.0
243,GSTM1134-AbstractInsanity,5,19.55,Abstract Insanity,0.0
244,GSTM1135-TagLife,5,21.55,Tag Life,0.0
245,GSTM1148-ArcticCamo,1,14.95,Arctic Camo,0.0
246,GSTM1335-ShowMeTheMoney,9,19.505555555555553,Show Me The Money,0.0
247,GSTM1489-Anarchy,4,20.95,Anarchy,0.0
248,GSTM1703-Mercury,5,21.95,Mercury,0.0
249,GSTM1723-LookingGlass,6,21.45,Looking Glass,0.0
250,GSTM1727-SugarFlower,2,19.45,Sugar Flower,0.95
251,GSTM1730-ArtInMotion,17,20.06764705882353,Art in Motion,0.0
252,GSTM2205-FlowerPower,5,18.95,Flower Power,0.95
253,GSTM2253-InTheClouds,5,18.55,In The Clouds,0.0
254,GSTM2300-Splatter,5,20.15,Splatter,0.0
255,GSTM2366-GodBlessAmerica,2,19.95,God Bless America,0.0
256,GSTM2367-BombsAway,3,21.95,Bombs Away,0.0
257,GSTM2368-StarSpangledBanner,3,20.616666666666664,Star Spangled Banner,0.0
258,GSTM2369-AmericanWarrior,7,21.95,American Warrior,0.0
259,GSTM2370-VictoryDay,8,19.575,Victory Day,0.95
260,GSTM2371-DistressedAmericanFlag,2,21.95,Distressed American Flag,0.0
261,GSTM2407-ViralNebula,5,21.95,Viral Nebula,0.0
262,GSTM2408-BayBlueCamo,8,19.2,Bay Blue Camo,0.0
263,GSTM2408-WoodlandCamo,2,21.95,Woodland Camo,0.0
264,GSTM2409-Colorskull,1,21.95,Colorskull,0.95
265,GSTM2410-WoodlandCamo,2,19.45,Woodland Camo,0.0
266,Gift-100,1,100.0,VGF Gamers Gift Card,0.0
267,Gift-20,4,20.0,VGF Gamers Gift Card,0.0
268,Gift-25,2,25.0,VGF Gamers Gift Card,0.0
269,Gift-30,2,30.0,VGF Gamers Gift Card,0.95
270,Gift-40,1,40.0,VGF Gamers Gift Card,0.0
271,Gift-45,1,45.0,VGF Gamers Gift Card,0.0
272,Gift-50,3,50.0,VGF Gamers Gift Card,0.95
273,Hex-PS4,25,10.616666666666665,ProTouch® Hex Concave Thumbstick Grips,0.0
274,Hex-SwitchPro,7,10.235714285714284,ProTouch® Hex Concave Thumbstick Grips,0.95
275,Hex-XboxOne,24,9.95,ProTouch® Hex Concave Thumbstick Grips,0.17
276,MadeinUSA,1,19.95,Made in the USA,0.0
277,PS4-ABeautifulWorld-GYTM1043,5,21.15,A Beautiful World,0.0
278,PS4-AliceInTheAbstract-GYTM1045,5,21.55,Alice in the Abstract,0.95
279,PS4-AmericanFlag,1693,12.910293219303602,ProFlex® Silicone Skins for PS4: Top Sellers,0.03
280,PS4-AmericanWarrior-DPTM1007,26,20.41153846153846,American Warrior,0.0
281,PS4-Anarchy,1183,13.572866894197952,ProFlex® Silicone Skins for PS4: Top Sellers,0.95
282,PS4-ArcticCamo-DPTM0391,5,18.55,Arctic Camo,0.0
283,PS4-ArtInMotion-GYTM1658,19,18.792105263157897,Art in Motion,0.95
284,PS4-AtomicComic,110,12.940825688073394,Atomic Comic,0.0
285,PS4-Aurora,1833,14.538399330730618,Aurora,0.01
286,PS4-Aurora-GYTM0947,5,21.95,Aurora,0.95
287,PS4-Baller-GYTM1022,5,19.15,Baller,0.95
288,PS4-BayBlueCamo-DPTM1418,9,17.83888888888889,Bay Blue Camo,0.95
289,PS4-BlackCamo,142,12.74136690647482,Stealth Camo,0.95
290,PS4-BlackSkulls,375,12.900819672131147,Black Skulls,0.95
291,PS4-BlackWood-DPTM0643,5,18.75,Black Wood,0.0
292,PS4-BloodSplatter,179,12.89186046511628,There Will Be Blood,0.0
293,PS4-BlueDigitalCamo,556,13.196800731261426,Blue Digital Camo,0.11
294,PS4-BlueMotif,661,12.853669724770642,Blue Motif,0.04
295,PS4-BlueSkulls,461,12.908695652173913,ProFlex® Silicone Gel Controller Skins for PS4 DualShock 4,0.08
296,PS4-BombsAway-GCTM0112,6,21.616666666666664,Bombs Away,0.0
297,PS4-Buried-GYTM0697,1,19.95,Buried,0.0
298,PS4-Colorful-Skulls-GYTM1008,5,20.15,Colorful Skulls,0.0
299,PS4-Colorskull-DPTM0903,5,21.95,Colorskull,0.95
300,PS4-Console-BloodSplatter,4,29.95,Blood Splatter,0.0
301,PS4-Console-CarbonFiberBlue,1,29.95,Blue Carbon Fiber,0.95
302,PS4-Console-CarbonFiberBlue-PS4_602,1,29.95,Blue Carbon Fiber,0.95
303,PS4-Console-EllieAndJoel,1,29.95,Ellie and Joel,0.0
304,PS4-Console-GrayWood,1,29.95,Gray Wood,0.0
305,PS4-Console-HellsEdge,1,29.95,Hell's Edge,0.95
306,PS4-Console-LeonAndClaire-PS4_206,1,29.95,Leon and Claire,0.0
307,PS4-Console-MortalMashup,1,29.95,Mortal Mashup,0.0
308,PS4-Console-MortalMashup-PS4_219,1,29.95,Mortal Mashup,0.0
309,PS4-Console-NarutoKurama-PS4_108,1,27.95,Naruto Kurama,0.0
310,PS4-Console-NarutoSasuke,2,29.95,Naruto Sasuke,0.0
311,PS4-Console-PaintSplatter-PS4_608,1,29.95,Paint Splatter,0.0
312,PS4-Console-PathToTheStars,1,29.95,Path to the Stars,0.95
313,PS4-Console-PathToTheStars-PS4_210,4,27.95,Path to the Stars,0.0
314,PS4-Console-Ragnarok-PS4_224,1,27.95,Ragnarok,0.0
315,PS4-Console-SailorStorm,1,29.95,Sailor Storm,0.0
316,PS4-Console-Shenron,1,29.95,Shenron's Revenge,0.0
317,PS4-Console-StoneGalaxy,1,29.95,Stone Galaxy,0.0
318,PS4-Console-Supernova,1,29.95,Supernova,0.95
319,PS4-Console-TheOneRing,1,29.95,The One Ring,0.95
320,PS4-Console-UltraInstinct,2,29.95,Ultra Instinct,0.0
321,PS4-Console-UltraInstinct-PS4_116,1,29.95,Ultra Instinct,0.0
322,PS4-Console-VegetaJapanRetro-PS4_122,2,27.95,Vegeta Retro,0.95
323,PS4-Console-WhiteCarbonFiber-PS4_621,1,24.95,White Carbon Fiber,0.0
324,PS4-CoralReefCamo,20,10.95,Coral Reef Camo,0.0
325,PS4-CrimsonRed,15,12.95,ProFlex® Silicone Gel Controller Skins for PS4 DualShock 4,0.95
326,PS4-CrimsonRedCamo,1325,12.89684129429892,ProFlex® Silicone Skins for PS4 DualShock 4,0.07
327,PS4-Death-GYTM2187,1,19.95,Death,0.0
328,PS4-DeathsPatriot,15,12.95,Death's Patriot,0.0
329,PS4-DesertCamo,95,12.865789473684211,ProFlex® Silicone Gel Controller Skins for PS4 DualShock 4,0.0
330,PS4-DevilsGarden,751,14.298993288590603,Devil's Garden,0.95
331,PS4-DistortionCamo,14,11.307142857142855,Distortion Camo,0.0
332,PS4-DistressedAmericanFlag-DPTM0342,17,18.83235294117647,Distressed American Flag,0.95
333,PS4-Doodle-GYTM2211,1,19.95,Doodle,0.0
334,PS4-Draconika,527,14.433809523809524,Draconika,0.95
335,PS4-Event-Horizon-GYTM0913,6,21.45,Event Horizon,0.0
336,PS4-EyeCandy,136,12.920149253731344,Eye Candy,0.22
337,PS4-FierySkulls,2,14.95,Fiery Skulls,0.0
338,PS4-FireInBloom-DPTM0190,20,21.05,Fire in Bloom,0.0
339,PS4-FlecktarnCamo,141,12.563138686131387,Flecktarn Camo,0.18
340,PS4-FloralFantasy,197,12.858629441624364,Floral Fantasy,0.0
341,PS4-FlowerPower-GYTM2128,1,21.95,Flower Power,0.0
342,PS4-FreeForAll,82,15.443827160493827,Free For All *LIMITED*,0.95
343,PS4-FrogskinCamo,101,12.44,Frogskin Camo,0.17
344,PS4-Fusion,978,14.51580310880829,Fusion,0.06
345,PS4-Gambler,255,16.28464566929134,Gambler *LIMITED EDITION*,0.05
346,PS4-GhostGreenCamo,11,12.95,ProFlex® Silicone Gel Controller Skins for PS4 DualShock 4,0.0
347,PS4-GhostGreenSkulls,131,12.934496124031007,Ghost Green Skulls,0.18
348,PS4-GodBlessAmerica-GCTM0040,3,17.95,God Bless America,0.95
349,PS4-Graffiti,211,12.882692307692308,Graffiti,0.0
350,PS4-GrayOceanCamo,304,12.887086092715231,ProFlex® Silicone Gel Controller Skins for PS4 DualShock 4,0.09
351,PS4-GreenMotif,540,12.863696060037523,Green Motif,0.2
352,PS4-GreenSkulls,444,12.853890160183065,Joker Green Skulls,0.1
353,PS4-GreenTigerStripe,246,12.90850622406639,Green Tiger Stripe,0.08
354,PS4-IceBlue,156,12.798684210526314,Ice Blue,0.95
355,PS4-InTheClouds-GYTM2218,5,21.35,In the Clouds,0.0
356,PS4-JokerGreenCamo,640,12.903968253968253,Joker Green Camo,0.11
357,PS4-KillerWave-GYTM0687,5,21.55,Killer Wave,0.0
358,PS4-Legends,29,16.053448275862067,Legends *LIMITED*,0.95
359,PS4-Look-Up-DPTM0510,7,21.37857142857143,Look Up,0.0
360,PS4-MarineBlueCamo,402,12.90685279187817,ProFlex® Silicone Skins for PS4: Top Sellers,0.12
361,PS4-MatteGold,168,13.585802469135803,Matte Gold,0.22
